stationNumber;platform;trackNumber;trackName;length;height
5434;B01;1;Gleis 1;149;34
5434;B02;2;Gleis 2;148;34
5460;B01;1;Gleis 1;137,5;34
5772;B01;1;Gleis 1;181;34
5772;B01;2;Gleis 2;195;34
5869;B01;1;Gleis 1;185;38
5869;B02;2;Gleis 2;200;22
5889;B01;1;Gleis 1;142;34
5889;B02;2;Gleis 2;202;34
5953;B01;1;Gleis 1;244;76
5953;B01;2;Gleis 2;242;55
5953;B02;3;Gleis 3;252;38
5962;B01;1;Gleis 1;90;34
5962;B02;2;Gleis 2;95;34
6031;B01;1;Gleis 1;133;20
6031;B02;2;Gleis 2;153;20
6234;B01;1;Gleis 1;123;34
6419;B01;1;Gleis 1;118;20
6419;B02;2;Gleis 2;150;20
6570;B01;1;Gleis 1;143;34
6573;B01;1;Gleis 1;145;55
6612;B01;1;Gleis 1;193;76
6612;B01;2;Gleis 2;131;76
6684;B01;1;Gleis 1;187;34
6684;B02;2;Gleis 2;169;34
6730;B02;3;Gleis 3;170;55
6730;B03;4;Gleis 4;170;55
6730;B03;5;Gleis 5;280;55
6730;B04;6;Gleis 6;280;55
6730;B04;7;Gleis 7;280;55
6785;B01;1;Gleis 1;144;34
6785;B02;2;Gleis 2;117;38
6855;B01;2;Gleis 2;101;30
42;B01;1;Gleis 1;120;55
7201;B01;1;Gleis 1;120;55
64;B01;1;Gleis 1;120;55
64;B02;2;Gleis 2;120;55
64;B02;3;Gleis 3;120;55
96;B01;4;Gleis 4;130;55
96;B02;5;Gleis 5;135;55
158;B01;1;Gleis 1;120;34
158;B02;2;Gleis 2;103;38
158;B02;3;Gleis 3;220;38
8242;B01;1;Gleis 1;120;55
197;B01;1;Gleis 1;120;55
7184;B01;1;Gleis 1;120;55
7184;B02;2;Gleis 2;120;55
266;B01;1;Gleis 1;106;38
266;B02;2;Gleis 2;160;55
266;B02;3;Gleis 3;160;55
267;B01;1;Gleis 1;145;55
7185;B01;1;Gleis 1;60;55
476;B01;1;Gleis 1;150;55
476;B02;2;Gleis 2;150;55
8201;B01;1;Gleis 1;120;55
8201;B02;2;Gleis 2;120;55
6353;B01;1;Gleis 1;120;55
506;B01;1;Gleis 1;160;76
506;B02;2;Gleis 2;160;76
716;B01;1;Gleis 1;210;38
716;B02;2;Gleis 2;234;38
716;B02;3;Gleis 3;234;38
7202;B01;1;Gleis 1;120;55
747;B01;1;Gleis 1;210;76
747;B02;2;Gleis 2;210;76
902;B01;1;Gleis 1;170;76
902;B02;2;Gleis 2;170;76
1068;B01;1;Gleis 1;134;55
1151;B01;1;Gleis 1;153;55
1151;B02;2;Gleis 2;148;55
1157;B01;1;Gleis 1;120;38
1157;B02;2;Gleis 2;120;55
1158;B01;1;Gleis 1;103;20
1158;B02;2;Gleis 2;93;20
1445;B01;1;Gleis 1;120;55
1461;B01;1;Gleis 1;160;55
1461;B02;2;Gleis 2;160;55
1462;B01;1;Gleis 1;150;38
1462;B02;2;Gleis 2;131;38
1525;B01;1;Gleis 1;185;76
1525;B02;2;Gleis 2;185;76
1525;B02;4;Gleis 4;185;76
1532;B01;1;Gleis 1;107;30
1533;B01;1;Gleis 1;120;55
1533;B01;1 Wes;Gleis 1 Wes;120;55
234;B01;1;Gleis 1;110;55
1602;B01;22;Gleis 22;135;55
1602;B01;23;Gleis 23;135;55
1665;B01;1;Gleis 1;140;55
1817;B01;1;Gleis 1;160;55
1846;B01;1;Gleis 1;210;76
1846;B02;2;Gleis 2;210;76
1848;B01;1;Gleis 1;306,3;38
1848;B02;2;Gleis 2;280;76
1848;B02;3a/b;Gleis 3a/b;280;55
8210;B01;1;Gleis 1;210;76
8210;B02;2;Gleis 2;210;76
8210;B02;3;Gleis 3;160;55
1907;B01;1;Gleis 1;240;55
1907;B01;2;Gleis 2;160;55
1907;B02;9;Gleis 9;120;55
1907;B02;10;Gleis 10;120;55
7862;B01;1;Gleis 1;111;38
2092;B02;2;Gleis 2;160;76
2092;B02;3;Gleis 3;160;76
2092;B03;4;Gleis 4;160;76
2092;B03;5;Gleis 5;160;76
8244;B01;1;Gleis 1;120;55
8244;B02;2;Gleis 2;120;55
8244;B03;3;Gleis 3;140;76
8206;B01;1;Gleis 1;120;55
8206;B02;2;Gleis 2;120;55
2136;B01;1;Gleis 1;130;55
2136;B02;2;Gleis 2;130;55
2163;B01;1;Gleis 1;150;26
2163;B01;2;Gleis 2;150;26
2402;B02;4;Gleis 4;177;38
2402;B03;5;Gleis 5;210;55
2402;B03;7;Gleis 7;210;55
2403;B01;1;Gleis 1;120;55
7956;B01;1;Gleis 1;120;55
2585;B01;1;Gleis 1;210;76
2585;B02;2;Gleis 2;210;76
2585;B02;3;Gleis 3;210;76
8200;B01;1;Gleis 1;120;55
2597;B01;1;Gleis 1;112;38
2600;B01;1;Gleis 1;170;76
2600;B02;2;Gleis 2;170;76
2655;B01;1;Gleis 1;160;76
2655;B02;2;Gleis 2;160;76
2667;B01;1;Gleis 1;108;55
2737;B01;1;Gleis 1;140;55
2779;B01;1;Gleis 1;106;38
2780;B01;1;Gleis 1;120;18
2780;B02;2;Gleis 2;120;18
2792;B01;1;Gleis 1;113;20
2792;B02;2;Gleis 2;117;18
2805;B02;1;Gleis 1;220;76
2805;B02;2;Gleis 2;205;76
2805;B03;3;Gleis 3;220;76
2805;B03;4;Gleis 4;220;76
2868;B01;1;Gleis 1;120;55
2987;B01;1;Gleis 1;115;55
2987;B02;2;Gleis 2;120;55
2999;B01;1;Gleis 1;150;38
2999;B02;2;Gleis 2;150;38
3057;B01;1;Gleis 1;150;55
3057;B02;2;Gleis 2;150;55
3082;B01;1;Gleis 1;345;55
3082;B01;120;Gleis 120;189;55
3082;B02;2;Gleis 2;432;76
3082;B02;3;Gleis 3;433;76
3082;B03;4;Gleis 4;407;76
3082;B03;5;Gleis 5;512;76
3082;B05;39;Gleis 39;142;38
3082;B05;40;Gleis 40;142;38
3082;B06;41;Gleis 41;208;38
3082;B06;42;Gleis 42;234;38
3082;B07;45;Gleis 45;168;20
3082;B08;10;Gleis 10;211;76
3082;B08;8;Gleis 8;211;76
3083;B01;1;Gleis 1;110;24
3084;B01;1;Gleis 1;111;55
3100;B01;1;Gleis 1;160;55
3100;B02;2;Gleis 2;160;55
7187;B01;1;Gleis 1;60;55
7196;B01;1;Gleis 1;110;55
3139;B01;1;Gleis 1;120;55
3158;B01;1;Gleis 1;170;76
3158;B01;2;Gleis 2;170;76
3179;B01;1;Gleis 1;180;76
3179;B01;2;Gleis 2;180;76
3198;B01;1;Gleis 1;160;38
3296;B01;1;Gleis 1;151;24
3296;B02;2;Gleis 2;150;38
3408;B01;1;Gleis 1;120;55
3476;B01;2;Gleis 2;130;55
3476;B02;1;Gleis 1;130;55
3497;B01;1;Gleis 1;210;76
3497;B02;2;Gleis 2;210;76
3497;B02;3;Gleis 3;210;76
3498;B01;1;Gleis 1;150;55
3501;B01;1;Gleis 1;110;55
3501;B01;2;Gleis 2;110;55
3505;B01;1;Gleis 1;160;55
3505;B02;2;Gleis 2;210;55
3505;B02;3;Gleis 3;210;55
3505;B03;4;Gleis 4;210;55
3505;B03;5;Gleis 5;210;55
8283;B01;1;Gleis 1;120;55
3506;B01;1;Gleis 1;100;26
3515;B01;1;Gleis 1;229;76
3515;B02;2;Gleis 2;190;76
3515;B02;3;Gleis 3;191;55
3605;B01;1;Gleis 1;111;55
3605;B02;2;Gleis 2;132;26
3721;B01;4;Gleis 4;210;76
3721;B02;3;Gleis 3;210;76
3742;B01;1;Gleis 1;160;76
3742;B02;2;Gleis 2;160;76
3769;B01;1;Gleis 1;149;16
3837;B01;1;Gleis 1;399;76
3837;B02;2;Gleis 2;406;76
3837;B03;3;Gleis 3;401;76
3837;B03;4;Gleis 4;400;76
3837;B04;5;Gleis 5;412;76
3837;B04;6;Gleis 6;421;76
3837;B05;7;Gleis 7;418;76
3837;B05;8;Gleis 8;365;76
3837;B06;9;Gleis 9;365;76
3837;B06;10;Gleis 10;365;76
7385;B01;1;Gleis 1;280;76
7385;B02;2;Gleis 2;280;76
7385;B02;3;Gleis 3;280;76
3838;B02;2;Gleis 2;210;76
3838;B02;4;Gleis 4;210;76
3839;B01;1;Gleis 1;210;76
3839;B02;2;Gleis 2;210;76
3839;B02;3;Gleis 3;210;76
3840;B02;2;Gleis 2;210;76
3840;B02;4;Gleis 4;210;76
3893;B01;1;Gleis 1;160;55
3893;B02;2;Gleis 2;160;55
6226;B01;1;Gleis 1;120;55
4072;B01;1;Gleis 1;120;55
8130;B01;1;Gleis 1;130;55
7963;B01;1;Gleis 1;110;55
7963;B02;2;Gleis 2;110;55
4274;B01;11;Gleis 11;111;55
4274;B02;12;Gleis 12;111;55
4288;B01;1;Gleis 1;160;55
4288;B02;2;Gleis 2;160;55
7875;B01;1;Gleis 1;210;76
7875;B02;2;Gleis 2;210;76
7189;B01;1;Gleis 1;120;55
8199;B01;1;Gleis 1;160;55
8199;B02;2;Gleis 2;160;55
4453;B01;1;Gleis 1;205;76
4453;B02;2;Gleis 2;235;76
4453;B02;3;Gleis 3;235;76
4454;B01;1;Gleis 1;216;76
4454;B01;1a;Gleis 1a;125;76
4454;B02;2;Gleis 2;388;76
4454;B02;3;Gleis 3;388;76
4454;B03;4;Gleis 4;286;76
4454;B03;5;Gleis 5;286;76
4511;B01;1;Gleis 1;140,5;32
4665;B01;1;Gleis 1;191,5;20
4769;B01;1;Gleis 1;110;55
4769;B01;2;Gleis 2;110;55
4941;B01;1;Gleis 1;165;55
4941;B01;2;Gleis 2;165;55
4941;B02;3;Gleis 3;126,7;55
4942;B01;1;Gleis 1;120;76
4942;B02;2;Gleis 2;143;76
4942;B02;3;Gleis 3;143;76
4942;B03;5;Gleis 5;143;76
5110;B01;1;Gleis 1;130;55
7203;B01;1;Gleis 1;120;55
5116;B01;1;Gleis 1;118;55
5116;B02;2;Gleis 2;104;55
5162;B01;1;Gleis 1;110;24
5181;B01;1;Gleis 1;121;55
5258;B01;1;Gleis 1;150;55
5258;B02;2;Gleis 2;150;55
8204;B01;1;Gleis 1;120;55
8204;B02;2;Gleis 2;120;55
8203;B01;1;Gleis 1;120;55
8203;B02;2;Gleis 2;120;55
5277;B01;1;Gleis 1;120;55
5288;B01;1;Gleis 1;120;55
5301;B01;1;Gleis 1;161;55
5301;B02;2;Gleis 2;161;55
5301;B02;3;Gleis 3;161;55
5303;B01;1;Gleis 1;120;55
5320;B01;1;Gleis 1;150;38
5320;B02;2;Gleis 2;150;38
5355;B01;1;Gleis 1;143;24
5429;B01;1;Gleis 1;150;55
5429;B02;2;Gleis 2;150;55
8202;B01;1;Gleis 1;120;55
8202;B02;2;Gleis 2;120;55
7200;B01;1;Gleis 1;110;55
5567;B01;1;Gleis 1;160;76
5567;B02;2;Gleis 2;225;76
5567;B02;3;Gleis 3;225;76
5568;B01;1;Gleis 1;187;76
5568;B02;2;Gleis 2;175;76
5680;B02;1;Gleis 1;163;20
5680;B02;2;Gleis 2;163;20
7854;B01;1;Gleis 1;110;55
5836;B01;1;Gleis 1;120;55
5897;B01;1;Gleis 1;150;55
5897;B02;2;Gleis 2;150;55
5923;B01;1;Gleis 1;180;76
5923;B02;2;Gleis 2;160;76
5923;B02;3;Gleis 3;160;76
1607;B01;1;Gleis 1;160;76
1607;B02;2;Gleis 2;160;76
8198;B01;1;Gleis 1;120;55
5984;B01;1;Gleis 1;120;28
7461;B01;1;Gleis 1;110;55
4342;B01;1;Gleis 1;160;55
4342;B02;2;Gleis 2;160;55
6007;B01;1;Gleis 1;119,5;26
6185;B01;1;Gleis 1;136;38
6193;B01;1;Gleis 1;110;55
6367;B01;1RiKl;Gleis 1RiKl;114;16
6367;B02;1;Gleis 1;117;16
6435;B01;1;Gleis 1;170;76
6435;B01;2;Gleis 2;170;76
6458;B01;1;Gleis 1;160;55
6484;B01;1;Gleis 1;124;38
6484;B02;2;Gleis 2;117;12
7083;B01;1;Gleis 1;210;76
7083;B02;2;Gleis 2;210;76
6627;B01;1;Gleis 1;159;55
6627;B02;2;Gleis 2;157;55
6770;B01;1;Gleis 1;120;55
6770;B01;2;Gleis 2;120;55
6793;B01;1;Gleis 1;177;55
6793;B02;2;Gleis 2;177;55
6793;B02;3;Gleis 3;177;55
6804;B01;1;Gleis 1;122;55
6804;B02;2;Gleis 2;120;55
6864;B01;1;Gleis 1;110;55
6864;B01;2;Gleis 2;110;55
6893;B01;1;Gleis 1;170;55
6893;B02;2;Gleis 2;170;55
6893;B02;3;Gleis 3;170;55
6893;B03;4;Gleis 4;170;55
6893;B03;5;Gleis 5;170;55
8171;B01;1;Gleis 1;160;55
8205;B01;1;Gleis 1;120;55
8205;B02;2;Gleis 2;120;55
7066;B01;1;Gleis 1;160;55
7066;B02;2;Gleis 2;160;55
7066;B02;3;Gleis 3;160;55
2664;B01;1;Gleis 1;140;55
2664;B02;2;Gleis 2;140;55
65;B01;1;Gleis 1;127;76
65;B02;2;Gleis 2;188;76
65;B02;3;Gleis 3;188;76
95;B01;1;Gleis 1;100;38
150;B01;1;Gleis 1;182;18
282;B01;1;Gleis 1;165;30
282;B02;2;Gleis 2;370;76
282;B02;3;Gleis 3;370;76
282;B03;4;Gleis 4;293;38
282;B03;6;Gleis 6;293;38
331;B01;1;Gleis 1;152;18
331;B02;2;Gleis 2;152;18
347;B01;1;Gleis 1;317;38
347;B02;2;Gleis 2;314;38
347;B02;3;Gleis 3;314;38
348;B01;1;Gleis 1;140;55
348;B02;2;Gleis 2;140;55
2287;B01;1;Gleis 1;150;76
2420;B01;1;Gleis 1;140;55
2420;B02;2;Gleis 2;140;38
2420;B02;3;Gleis 3;170;38
2420;B03;4;Gleis 4;170;55
5224;B01;1;Gleis 1;173;34
5224;B02;2;Gleis 2;197;34
443;B02;3;Gleis 3;290;76
443;B03;8;Gleis 8;280;76
443;B04;9;Gleis 9;320;76
443;B04;10;Gleis 10;320;76
443;B05;5;Gleis 5;168;76
784;B01;1;Gleis 1;313;34
784;B02;2;Gleis 2;290;34
784;B02;3;Gleis 3;290;34
901;B01;1;Gleis 1;121;38
901;B02;2;Gleis 2;123;38
984;B01;1;Gleis 1;161;55
984;B02;2;Gleis 2;163;55
978;B01;1;Gleis 1;109;18
2274;B01;1;Gleis 1;171;55
2274;B02;2;Gleis 2;171;55
2274;B02;3;Gleis 3;171;55
1493;B01;1;Gleis 1;114;24
1493;B02;2;Gleis 2;146;38
1500;B01;1;Gleis 1;142;38
4161;B01;1;Gleis 1;116;55
4161;B02;3;Gleis 3;116;55
88;B01;1;Gleis 1;145;18
88;B02;2;Gleis 2;181;38
2065;B01;1;Gleis 1;176;55
2065;B02;2;Gleis 2;176;55
6853;B01;1;Gleis 1;146;34
6853;B02;2;Gleis 2;169;34
1812;B02;2;Gleis 2;340;76
1812;B02;3;Gleis 3;340;76
1812;B03;7;Gleis 7;340;76
1812;B03;8;Gleis 8;340;76
1973;B01;1;Gleis 1;468;38
1973;B01;38;Gleis 38;150;38
1973;B02;3;Gleis 3;414;76
1973;B02;4;Gleis 4;414;76
1973;B03;6;Gleis 6;432;76
1973;B03;7;Gleis 7;432;76
1973;B04;8;Gleis 8;384;76
1973;B04;9;Gleis 9;384;76
1973;B05;36;Gleis 36;154;38
1973;B05;37;Gleis 37;154;38
2970;B01;1;Gleis 1;130;55
2970;B02;4;Gleis 4;131;55
2051;B01;1;Gleis 1;269;32
2051;B01;18;Gleis 18;129;32
2051;B02;2;Gleis 2;342;38
2051;B02;3;Gleis 3;342;38
2102;B01;1;Gleis 1;100;38
2250;B01;1;Gleis 1;168;34
2250;B02;2;Gleis 2;169;34
2250;B02;3;Gleis 3;169;34
2342;B01;1;Gleis 1;139;38
2342;B02;2;Gleis 2;151;30
2440;B01;1;Gleis 1;215;38
2440;B02;2;Gleis 2;171;55
2477;B01;1;Gleis 1;272;38
2477;B02;2;Gleis 2;264;38
2477;B02;3;Gleis 3;264;38
2483;B01;1;Gleis 1;232;38
2483;B02;2;Gleis 2;230;38
4408;B01;1;Gleis 1;161;55
4408;B02;3;Gleis 3;161;55
2751;B01;1;Gleis 1;100;38
2825;B01;1;Gleis 1;160;34
2825;B01;2;Gleis 2;160;34
2945;B01;1;Gleis 1;122;34
2945;B02;2;Gleis 2;120;34
2945;B02;3;Gleis 3;120;34
2949;B02;2;Gleis 2;282;55
2949;B02;3;Gleis 3;280;55
2949;B03;4;Gleis 4;280;55
2983;B01;1;Gleis 1;160;34
2983;B02;2;Gleis 2;174;32
3124;B01;3;Gleis 3;296;76
3124;B03;7;Gleis 7;279;76
3124;B04;8;Gleis 8;270;76
3124;B04;9;Gleis 9;270;76
3124;B05;10;Gleis 10;376;76
3124;B05;11;Gleis 11;376;76
3124;B06;12;Gleis 12;238;76
3124;B06;13;Gleis 13;238;76
3125;B01;1;Gleis 1;129;55
3125;B01;2;Gleis 2;129;55
8136;B01;1;Gleis 1;118;55
8136;B02;2;Gleis 2;116;55
8135;B01;1;Gleis 1;115;38
8135;B02;2;Gleis 2;115;38
3126;B01;1;Gleis 1;185;55
3126;B01;2;Gleis 2;185;55
3127;B01;1;Gleis 1;420;76
3127;B01;2;Gleis 2;415;76
3127;B02;3;Gleis 3;415;76
3127;B02;4;Gleis 4;415;76
3127;B03;7;Gleis 7;416;55
3127;B03;8;Gleis 8;409;55
3127;B04;9;Gleis 9;425;55
3127;B04;10;Gleis 10;428;55
3375;B01;1;Gleis 1;155;34
3375;B02;2;Gleis 2;139;34
3550;B01;1;Gleis 1;324;38
3550;B02;2;Gleis 2;326;38
3550;B02;3;Gleis 3;326;38
3602;B01;2;Gleis 2;220;30
3602;B02;3;Gleis 3;156;18
3712;B01;1;Gleis 1;150;38
1938;B01;1;Gleis 1;191;34
1938;B02;2;Gleis 2;158;34
3870;B01;1;Gleis 1;100;38
3870;B02;2;Gleis 2;100;38
3918;B01;1;Gleis 1;169;55
3918;B01;2;Gleis 2;169;55
469;B01;1;Gleis 1;155;38
469;B02;2;Gleis 2;109;34
4050;B01;1;Gleis 1;170;55
4050;B02;2;Gleis 2;170;55
8133;B01;1;Gleis 1;115;38
8133;B02;2;Gleis 2;127;38
5322;B01;1;Gleis 1;166;34
5322;B02;2;Gleis 2;141;34
4125;B01;1;Gleis 1;121;38
4125;B02;2;Gleis 2;75;18
125;B01;1;Gleis 1;171;55
125;B02;2;Gleis 2;176;55
4193;B01;1;Gleis 1;148;38
4400;B01;3;Gleis 3;289;76
4400;B02;1;Gleis 1;280;76
2670;B01;1;Gleis 1;167;38
2670;B01;2;Gleis 2;167;38
2670;B02;4;Gleis 4;178;76
2670;B02;5;Gleis 5;178;76
1497;B01;1;Gleis 1;150;76
6791;B01;1;Gleis 1;150;76
4475;B02;2;Gleis 2;120;28
4475;B03;3;Gleis 3;134;12
4490;B01;1;Gleis 1;150;76
4490;B02;2;Gleis 2;150;76
4510;B01;1;Gleis 1;218;38
4510;B02;2;Gleis 2;275;38
4510;B02;3;Gleis 3;275;38
4625;B01;1;Gleis 1;150;38
4807;B01;1;Gleis 1;153;38
4807;B01;2;Gleis 2;153;38
5268;B01;1;Gleis 1;100;38
5305;B01;1;Gleis 1;220;55
5305;B01;2;Gleis 2;220;55
5305;B02;3;Gleis 3;223;76
5338;B01;1;Gleis 1;123;38
5338;B02;2;Gleis 2;121;38
5339;B01;1;Gleis 1;101;38
5379;B01;1;Gleis 1;181;55
5379;B02;2;Gleis 2;193;38
3747;B01;1;Gleis 1;140;55
3747;B02;2;Gleis 2;172;34
5595;B01;1;Gleis 1;194;34
5595;B02;2;Gleis 2;140;55
5601;B01;1;Gleis 1;280;24
5601;B02;2;Gleis 2;330;38
5601;B02;4;Gleis 4;330;38
5601;B03;5;Gleis 5;310;38
5606;B01;1;Gleis 1;100;38
955;B01;1;Gleis 1;150;76
3178;B01;1;Gleis 1;150;76
4633;B01;1;Gleis 1;150;76
6740;B01;1;Gleis 1;178;34
6740;B02;2;Gleis 2;173;34
5867;B01;1;Gleis 1;180;34
5867;B02;2;Gleis 2;200;34
5908;B01;1;Gleis 1;168;38
5908;B02;2;Gleis 2;185;38
5908;B02;3;Gleis 3;185;38
5919;B01;2;Gleis 2;170;55
5919;B02;3;Gleis 3;140;55
5986;B01;1;Gleis 1;323;38
5986;B02;2;Gleis 2;291;55
5986;B02;3;Gleis 3;291;55
5986;B03;4;Gleis 4;320;38
6017;B01;1;Gleis 1;126;38
6017;B02;2;Gleis 2;125;38
6256;B01;1;Gleis 1;271;34
6256;B02;2;Gleis 2;272;34
6256;B02;3;Gleis 3;272;34
6256;B03;4;Gleis 4;177;34
4534;B01;1;Gleis 1;140;38
4534;B02;2;Gleis 2;147;38
4703;B01;1;Gleis 1;126;34
4703;B02;2;Gleis 2;116;55
4703;B02;3;Gleis 3;116;55
8134;B01;1;Gleis 1;116;55
8134;B02;2;Gleis 2;116;55
6457;B01;1;Gleis 1;158;34
6457;B02;3;Gleis 3;394;34
6457;B02;4;Gleis 4;394;34
6457;B03;5;Gleis 5;401;34
6457;B03;6;Gleis 6;401;34
6460;B01;1;Gleis 1;431;12
6460;B02;2;Gleis 2;405;76
6460;B02;3;Gleis 3;405;76
5188;B01;1;Gleis 1;141;55
5188;B02;2;Gleis 2;191;55
6653;B01;1;Gleis 1;100;38
802;B01;1;Gleis 1;122;38
802;B02;2;Gleis 2;124;38
2893;B01;1;Gleis 1;120;38
2893;B02;2;Gleis 2;120;38
4697;B01;1;Gleis 1;171;38
4697;B02;2;Gleis 2;173;38
6817;B01;1;Gleis 1;155;38
6817;B01;2;Gleis 2;155;38
6817;B02;3;Gleis 3;155;38
6817;B02;4;Gleis 4;155;38
6990;B01;1;Gleis 1;122;38
7026;B01;1;Gleis 1;212;34
7026;B02;2;Gleis 2;215;34
7026;B02;3;Gleis 3;215;34
908;B01;1;Gleis 1;125;55
31;B01;1;Gleis 1;120;55
31;B02;2;Gleis 2;120;55
32;B01;1;Gleis 1;127;34
32;B02;2;Gleis 2;158;34
81;B01;1;Gleis 1;163;34
105;B02;2;Gleis 2;110;55
105;B03;3;Gleis 3;100;26
144;B01;1;Gleis 1;405;76
144;B02;2;Gleis 2;425;76
144;B02;3;Gleis 3;571;76
144;B02;24;Gleis 24;145;34
257;B01;1;Gleis 1;144;34
257;B01;2;Gleis 2;144;34
259;B01;1;Gleis 1;363;38
259;B02;2;Gleis 2;354;38
271;B02;1;Gleis 1;249;55
271;B02;2;Gleis 2;249;55
272;B01;1;Gleis 1;192;55
272;B02;2;Gleis 2;192;55
286;B01;1;Gleis 1;256;38
286;B02;2;Gleis 2;332;34
286;B02;3;Gleis 3;332;34
312;B01;1;Gleis 1;263;55
312;B02;2;Gleis 2;152;55
383;B01;1;Gleis 1;140;55
383;B02;2;Gleis 2;140;55
481;B01;1;Gleis 1;157;38
481;B02;2;Gleis 2;110;32
585;B01;1;Gleis 1;60;30
585;B02;2;Gleis 2;64;30
597;B01;101;Gleis 101;179;38
597;B01;113;Gleis 113;179;38
597;B02;102;Gleis 102;227;34
597;B03;105;Gleis 105;238;38
597;B04;106;Gleis 106;179;38
776;B01;1;Gleis 1;417;38
776;B02;2;Gleis 2;407;38
776;B02;3;Gleis 3;407;38
7981;B01;1;Gleis 1;85;55
330;B01;1;Gleis 1;295;34
330;B02;2;Gleis 2;295;34
940;B01;1;Gleis 1;85;55
1807;B01;1;Gleis 1;85;20
1807;B02;2;Gleis 2;85;14
2794;B01;1;Gleis 1;189;34
2794;B02;2;Gleis 2;182;34
809;B01;401;Gleis 401;203;24
809;B01;402;Gleis 402;252;24
829;B01;1;Gleis 1;178;34
829;B01;2;Gleis 2;178;34
853;B01;2;Gleis 2;131;38
853;B02;3;Gleis 3;131;38
893;B01;1;Gleis 1;252;38
893;B02;2;Gleis 2;180;76
893;B02;3;Gleis 3;180;76
956;B01;1;Gleis 1;56;20
964;B01;1;Gleis 1;292;76
964;B01;2;Gleis 2;274;76
964;B02;5;Gleis 5;172;55
964;B02;7;Gleis 7;50;55
1061;B01;1;Gleis 1;272;76
1061;B02;2;Gleis 2;271;76
1061;B02;4;Gleis 4;271;76
1140;B01;1;Gleis 1;147;55
1140;B02;2;Gleis 2;143;55
1170;B01;1;Gleis 1;195;34
1170;B01;2;Gleis 2;195;34
1171;B01;1;Gleis 1;75;20
1171;B02;2;Gleis 2;72;38
1211;B02;1;Gleis 1;215;26
1211;B02;2;Gleis 2;215;26
1212;B01;1;Gleis 1;108;22
1212;B02;2;Gleis 2;136;38
4647;B01;1;Gleis 1;92;55
1463;B01;101;Gleis 101;164;76
1463;B01;102;Gleis 102;152;76
1487;B01;1;Gleis 1;85;38
1583;B01;1;Gleis 1;90;55
1599;B01;1;Gleis 1;248;55
1599;B02;2;Gleis 2;241;55
1599;B02;3;Gleis 3;241;55
1606;B01;1;Gleis 1;60;34
1606;B02;2;Gleis 2;140;34
1664;B01;1;Gleis 1;205;38
1664;B02;2;Gleis 2;209;38
1726;B01;1;Gleis 1;217;34
1726;B02;2;Gleis 2;194;34
1744;B01;1;Gleis 1;140;55
1744;B02;2;Gleis 2;140;55
1790;B01;1;Gleis 1;160;38
1790;B02;2;Gleis 2;160;38
1826;B01;1;Gleis 1;170;55
1826;B02;2;Gleis 2;190;55
1923;B01;1;Gleis 1;137;34
1923;B02;2;Gleis 2;137;34
1952;B01;1;Gleis 1;140;55
1952;B02;2;Gleis 2;140;55
2038;B01;1;Gleis 1;52;34
2128;B01;1;Gleis 1;60;38
2174;B01;1;Gleis 1;56;30
2174;B02;2;Gleis 2;111;26
2393;B01;1;Gleis 1;57;38
2394;B01;1;Gleis 1;57;38
2446;B01;2;Gleis 2;145;38
2446;B02;3;Gleis 3;95;26
2590;B01;1;Gleis 1;80;28
2595;B01;1;Gleis 1;138;76
2595;B02;2;Gleis 2;138;76
2660;B01;1;Gleis 1;127;34
2660;B01;2;Gleis 2;127;34
2707;B01;1;Gleis 1;120;34
2707;B02;2;Gleis 2;73;26
2755;B01;1;Gleis 1;141;38
2755;B02;2;Gleis 2;193;38
2755;B02;3;Gleis 3;193;38
2830;B01;1;Gleis 1;60;38
2991;B01;1;Gleis 1;69;55
2991;B02;2;Gleis 2;70;26
4225;B01;1;Gleis 1;85;38
4225;B02;2;Gleis 2;120;55
3099;B01;1;Gleis 1;160;34
3099;B02;3;Gleis 3;160;34
3134;B01;1;Gleis 1;147;76
3134;B01;2;Gleis 2;162;76
3140;B02;1;Gleis 1;160;34
3140;B02;2;Gleis 2;160;34
3140;B03;3;Gleis 3;165;55
3165;B01;1;Gleis 1;160;34
3165;B02;2;Gleis 2;165;55
3186;B01;1;Gleis 1;210;76
3186;B02;2;Gleis 2;210;76
3280;B01;1;Gleis 1;52;34
3287;B01;1;Gleis 1;157;38
3287;B02;2;Gleis 2;160;22
3297;B01;1;Gleis 1;297;38
3297;B02;2;Gleis 2;171;76
3297;B02;3;Gleis 3;171;76
3299;B01;1;Gleis 1;170;76
3299;B02;2;Gleis 2;389;76
3299;B02;3;Gleis 3;389;76
3299;B03;4;Gleis 4;431;76
3299;B03;5;Gleis 5;487;76
3299;B03;104;Gleis 104;116;76
3299;B03;105;Gleis 105;62;76
3299;B04;8;Gleis 8;420;76
3299;B04;9;Gleis 9;210;76
3299;B04;109;Gleis 109;194;76
8258;B01;1;Gleis 1;185;76
8258;B02;2;Gleis 2;216;76
8258;B02;3;Gleis 3;216;76
3300;B01;1;Gleis 1;198;34
3300;B01;3;Gleis 3;198;34
3300;B02;2;Gleis 2;205;34
2408;B01;1;Gleis 1;165;38
2408;B02;2;Gleis 2;197;30
3301;B01;1;Gleis 1;186;76
3301;B01;2;Gleis 2;186;76
3301;B02;3;Gleis 3;133;76
3301;B02;4;Gleis 4;133;76
3302;B01;1;Gleis 1;151;34
3302;B01;2;Gleis 2;151;34
